post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,engagement_score,hours_since_post,content_length_category,sentiment_category,num_topics,num_creator_connections,top_topic
p144,u244,"(20.9517,70.2002)","['u242', 'u246']","{'salt_farming': 0.8, 'traditional_methods': 0.9}","{'image': 0.7, 'video': 0.8}","{'u242': 0.8, 'u246': 0.7}","{'traditional_methods': 0.9, 'salt_farming': 0.8}","""Harvesting sea salt from natural evaporation ponds""",2025-05-25 12:20:00,148.0,32.0,21.0,31.2,"['salt', 'farming', 'sea']",video,280.0,"(20.9517,70.2002)",0.81,0.03,0.16,0.77,275.0,911.1836836113889,medium,positive,3,2,salt
p145,u245,"(14.5203,75.7138)","['u243', 'u247']","{'sandalwood_carving': 0.9, 'aromatic_art': 0.8}","{'image': 0.8, 'video': 0.8}","{'u243': 0.8, 'u247': 0.8}","{'aromatic_art': 0.8, 'sandalwood_carving': 0.9}","""Intricate sandalwood elephant with floral patterns""",2025-05-23 16:55:00,171.0,37.0,26.0,38.1,"['sandalwood', 'elephant', 'carving']",image,270.0,"(14.5203,75.7138)",0.86,0.02,0.12,0.83,323.0,954.6003502780557,medium,positive,3,2,sandalwood
p146,u246,"(22.4064,88.3698)","['u244', 'u248']","{'durga_clay_modeling': 0.8, 'festival_art': 0.9}","{'video': 0.7, 'image': 0.8}","{'u244': 0.9, 'u248': 0.6}","{'festival_art': 0.9, 'durga_clay_modeling': 0.8}","""Sculpting Goddess Durga for Durga Puja festival""",2025-05-24 09:10:00,203.0,47.0,34.0,40.3,"['durga', 'clay', 'festival']",video,360.0,"(22.4064,88.3698)",0.91,0.01,0.08,0.89,399.0,938.3503502780557,long,positive,3,2,durga
p147,u247,"(27.0238,88.2636)","['u245', 'u249']","{'thangka_painting': 0.9, 'buddhist_art': 0.8}","{'image': 0.8, 'video': 0.7}","{'u245': 0.7, 'u249': 0.8}","{'buddhist_art': 0.8, 'thangka_painting': 0.9}","""Traditional Tibetan Thangka with Buddha motif""",2025-05-22 14:20:00,135.0,29.0,19.0,46.8,"['thangka', 'buddha', 'tibetan']",image,420.0,"(27.0238,88.2636)",0.88,0.01,0.11,0.86,250.0,981.1836836113889,long,positive,3,2,thangka
p148,u248,"(19.9975,73.7898)","['u246', 'u250']","{'dhokra_casting': 0.8, 'bronze_art': 0.9}","{'video': 0.8, 'image': 0.8}","{'u246': 0.8, 'u250': 0.7}","{'bronze_art': 0.9, 'dhokra_casting': 0.8}","""Lost wax casting technique for bronze figurine""",2025-05-25 17:35:00,157.0,34.0,23.0,35.9,"['dhokra', 'bronze', 'casting']",video,320.0,"(19.9975,73.7898)",0.83,0.03,0.14,0.79,294.0,905.9336836113889,long,positive,3,2,dhokra
p149,u249,"(32.2431,77.1892)","['u247', 'u251']","{'pashmina_weaving': 0.9, 'luxury_textiles': 0.8}","{'image': 0.8, 'video': 0.7}","{'u247': 0.9, 'u249': 0.7}","{'luxury_textiles': 0.8, 'pashmina_weaving': 0.9}","""Hand-weaving finest Kashmiri pashmina shawl""",2025-05-23 10:25:00,189.0,42.0,30.0,43.4,"['pashmina', 'kashmir', 'luxury']",image,390.0,"(32.2431,77.1892)",0.87,0.02,0.11,0.84,363.0,961.1003502780557,long,positive,3,2,pashmina
p150,u250,"(13.7563,100.5018)","['u248', 'u252']","{'palm_leaf_art': 0.8, 'manuscript_writing': 0.9}","{'image': 0.9, 'video': 0.6}","{'u248': 0.7, 'u252': 0.8}","{'manuscript_writing': 0.9, 'palm_leaf_art': 0.8}","""Ancient script on treated palm leaf manuscript""",2025-05-24 13:40:00,142.0,30.0,20.0,41.7,"['palmleaf', 'manuscript', 'ancient']",image,380.0,"(13.7563,100.5018)",0.84,0.02,0.14,0.81,262.0,933.8503502780557,long,positive,3,2,palmleaf
p151,u251,"(28.3949,84.1240)","['u249', 'u253']","{'tharu_dance': 0.8, 'ethnic_performance': 0.9}","{'video': 0.9, 'audio': 0.8}","{'u249': 0.8, 'u253': 0.7}","{'ethnic_performance': 0.9, 'tharu_dance': 0.8}","""Traditional Tharu stick dance performance""",2025-05-22 19:15:00,176.0,39.0,27.0,32.6,"['tharu', 'dance', 'stick']",video,290.0,"(28.3949,84.1240)",0.9,0.01,0.09,0.88,335.0,976.2670169447223,medium,positive,3,2,tharu
p152,u252,"(15.8497,74.4977)","['u250', 'u254']","{'cashew_processing': 0.8, 'agricultural_crafts': 0.9}","{'video': 0.7, 'image': 0.8}","{'u250': 0.8, 'u254': 0.8}","{'agricultural_crafts': 0.9, 'cashew_processing': 0.8}","""Traditional cashew fruit wine making process""",2025-05-25 14:50:00,154.0,33.0,22.0,30.7,"['cashew', 'wine', 'traditional']",video,280.0,"(15.8497,74.4977)",0.82,0.03,0.15,0.78,286.0,908.6836836113889,medium,positive,3,2,cashew
p153,u253,"(26.8207,80.9481)","['u251', 'u255']","{'block_printing': 0.9, 'textile_design': 0.8}","{'image': 0.8, 'video': 0.8}","{'u251': 0.9, 'u255': 0.6}","{'textile_design': 0.8, 'block_printing': 0.9}","""Hand block printing on organic cotton fabric""",2025-05-23 12:30:00,163.0,36.0,25.0,34.2,"['block', 'printing', 'cotton']",image,260.0,"(26.8207,80.9481)",0.85,0.02,0.13,0.82,310.0,959.0170169447223,medium,positive,3,2,block
p154,u254,"(18.6298,73.7997)","['u252', 'u256']","{'tabla_making': 0.8, 'percussion_instruments': 0.9}","{'video': 0.8, 'audio': 0.8}","{'u252': 0.7, 'u256': 0.8}","{'percussion_instruments': 0.9, 'tabla_making': 0.8}","""Crafting tabla drums with traditional techniques""",2025-05-24 16:40:00,138.0,31.0,19.0,48.5,"['tabla', 'drums', 'craft']",video,440.0,"(18.6298,73.7997)",0.86,0.02,0.12,0.83,257.0,930.8503502780557,long,positive,3,2,tabla
p155,u255,"(21.1702,72.8311)","['u253', 'u227']","{'tie_dye': 0.8, 'fabric_art': 0.9}","{'image': 0.8, 'video': 0.7}","{'u253': 0.8, 'u227': 0.7}","{'fabric_art': 0.9, 'tie_dye': 0.8}","""Vibrant Bandhani tie-dye patterns on silk""",2025-05-22 11:45:00,147.0,32.0,21.0,29.3,"['bandhani', 'tie', 'silk']",image,250.0,"(21.1702,72.8311)",0.91,0.01,0.08,0.89,274.0,983.7670169447223,medium,positive,3,2,bandhani
p126,u226,"(12.2958,76.6394)","['u224', 'u228']","{'coffee_roasting': 0.9, 'brewing': 0.8}","{'video': 0.8, 'image': 0.7}","{'u224': 0.8, 'u228': 0.7}","{'brewing': 0.8, 'coffee_roasting': 0.9}","""Single origin Ethiopian beans roasting process""",2025-05-24 07:45:00,189.0,42.0,29.0,34.6,"['coffee', 'roasting', 'ethiopian']",video,320.0,"(12.2958,76.6394)",0.87,0.02,0.11,0.84,360.0,939.7670169447223,long,positive,3,2,coffee
p127,u227,"(23.8103,91.4077)","['u225', 'u229']","{'kite_flying': 0.8, 'traditional_games': 0.9}","{'video': 0.8, 'image': 0.8}","{'u225': 0.9, 'u229': 0.6}","{'traditional_games': 0.9, 'kite_flying': 0.8}","""Colorful box kites dancing in monsoon winds""",2025-05-22 17:20:00,167.0,36.0,24.0,27.3,"['kites', 'monsoon', 'traditional']",video,280.0,"(23.8103,91.4077)",0.91,0.01,0.08,0.89,311.0,978.1836836113889,medium,positive,3,2,kites
p128,u228,"(15.4909,73.8278)","['u226', 'u230']","{'seashell_jewelry': 0.9, 'coastal_crafts': 0.8}","{'image': 0.9, 'video': 0.6}","{'u226': 0.7, 'u230': 0.8}","{'coastal_crafts': 0.8, 'seashell_jewelry': 0.9}","""Handmade conch shell earrings with silver wire""",2025-05-25 13:10:00,134.0,31.0,19.0,29.8,"['jewelry', 'shells', 'handmade']",image,220.0,"(15.4909,73.8278)",0.85,0.02,0.13,0.82,253.0,910.3503502780557,medium,positive,3,2,jewelry
p129,u229,"(18.1124,83.3801)","['u227', 'u231']","{'tribal_dance': 0.8, 'folk_culture': 0.9}","{'video': 0.9, 'audio': 0.7}","{'u227': 0.8, 'u231': 0.7}","{'folk_culture': 0.9, 'tribal_dance': 0.8}","""Odissi dance performance at temple festival""",2025-05-23 19:45:00,203.0,47.0,33.0,38.7,"['dance', 'odissi', 'temple']",video,380.0,"(18.1124,83.3801)",0.89,0.01,0.1,0.87,396.0,951.7670169447223,long,positive,3,2,dance
p130,u230,"(27.4728,89.6398)","['u228', 'u232']","{'tea_ceremony': 0.9, 'himalayan_culture': 0.8}","{'video': 0.7, 'image': 0.8}","{'u228': 0.8, 'u232': 0.7}","{'himalayan_culture': 0.8, 'tea_ceremony': 0.9}","""Traditional butter tea preparation in Darjeeling""",2025-05-24 14:30:00,156.0,34.0,22.0,41.2,"['tea', 'butter', 'darjeeling']",video,410.0,"(27.4728,89.6398)",0.83,0.03,0.14,0.79,290.0,933.0170169447223,long,positive,3,2,tea
p131,u231,"(19.9975,73.7898)","['u229', 'u233']","{'metal_sculpting': 0.8, 'welding_art': 0.9}","{'video': 0.8, 'image': 0.8}","{'u229': 0.9, 'u233': 0.7}","{'welding_art': 0.9, 'metal_sculpting': 0.8}","""Forging steel lotus sculpture with fire""",2025-05-22 12:55:00,178.0,39.0,26.0,35.4,"['sculpture', 'steel', 'lotus']",video,330.0,"(19.9975,73.7898)",0.86,0.02,0.12,0.83,334.0,982.6003502780557,long,positive,3,2,sculpture
p132,u232,"(11.0168,76.9558)","['u230', 'u234']","{'spice_blending': 0.9, 'culinary_arts': 0.8}","{'image': 0.8, 'video': 0.7}","{'u230': 0.8, 'u234': 0.8}","{'culinary_arts': 0.8, 'spice_blending': 0.9}","""Garam masala blend: grinding fresh spices""",2025-05-25 09:15:00,195.0,44.0,31.0,26.9,"['spices', 'masala', 'cooking']",image,190.0,"(11.0168,76.9558)",0.88,0.01,0.11,0.86,376.0,914.2670169447223,medium,positive,3,2,spices
p133,u233,"(24.5854,73.7125)","['u231', 'u235']","{'rajasthani_art': 0.8, 'miniature_painting': 0.9}","{'image': 0.9, 'video': 0.6}","{'u231': 0.7, 'u235': 0.8}","{'miniature_painting': 0.9, 'rajasthani_art': 0.8}","""Intricate Rajasthani miniature on handmade paper""",2025-05-23 16:40:00,142.0,33.0,21.0,44.6,"['painting', 'rajasthani', 'miniature']",image,350.0,"(24.5854,73.7125)",0.84,0.02,0.14,0.81,271.0,954.8503502780557,long,positive,3,2,painting
p134,u234,"(16.7050,74.2433)","['u232', 'u236']","{'drum_making': 0.9, 'percussion': 0.8}","{'video': 0.8, 'audio': 0.8}","{'u232': 0.8, 'u236': 0.7}","{'percussion': 0.8, 'drum_making': 0.9}","""Crafting tabla drums from clay and goatskin""",2025-05-24 18:25:00,167.0,37.0,25.0,47.3,"['tabla', 'drums', 'percussion']",video,450.0,"(16.7050,74.2433)",0.82,0.03,0.15,0.78,316.0,929.1003502780557,long,positive,3,2,tabla
p135,u235,"(20.7090,78.1080)","['u233', 'u237']","{'night_photography': 0.8, 'astrophotography': 0.9}","{'image': 0.9, 'video': 0.7}","{'u233': 0.8, 'u237': 0.7}","{'astrophotography': 0.9, 'night_photography': 0.8}","""Milky Way over ancient Khajuraho temples""",2025-05-22 02:30:00,246.0,53.0,39.0,31.8,"['milkyway', 'temples', 'night']",image,240.0,"(20.7090,78.1080)",0.92,0.01,0.07,0.9,469.0,993.0170169447223,medium,positive,3,2,milkyway
p136,u236,"(13.3409,74.7421)","['u234', 'u238']","{'sand_art': 0.8, 'rangoli': 0.9}","{'image': 0.8, 'video': 0.8}","{'u234': 0.9, 'u238': 0.6}","{'rangoli': 0.9, 'sand_art': 0.8}","""Traditional Diwali rangoli with colored sand""",2025-05-25 08:50:00,187.0,41.0,28.0,22.5,"['rangoli', 'diwali', 'sand']",image,180.0,"(13.3409,74.7421)",0.9,0.01,0.09,0.88,353.0,914.6836836113889,medium,positive,3,2,rangoli
p137,u237,"(26.2389,73.0243)","['u235', 'u239']","{'camel_riding': 0.8, 'desert_sports': 0.9}","{'video': 0.9, 'image': 0.7}","{'u235': 0.7, 'u239': 0.8}","{'desert_sports': 0.9, 'camel_riding': 0.8}","""Sunset camel safari through Thar desert dunes""",2025-05-23 17:15:00,234.0,48.0,35.0,28.1,"['camel', 'desert', 'sunset']",video,260.0,"(26.2389,73.0243)",0.91,0.01,0.08,0.89,435.0,954.2670169447223,medium,positive,3,2,camel
p138,u238,"(21.1702,72.8311)","['u236', 'u240']","{'shell_crafts': 0.9, 'marine_art': 0.8}","{'image': 0.8, 'video': 0.7}","{'u236': 0.8, 'u240': 0.7}","{'marine_art': 0.8, 'shell_crafts': 0.9}","""Decorative picture frame made from cowrie shells""",2025-05-24 11:40:00,123.0,28.0,17.0,33.7,"['shells', 'frame', 'crafts']",image,250.0,"(21.1702,72.8311)",0.83,0.03,0.14,0.79,230.0,935.8503502780557,medium,positive,3,2,shells
p139,u239,"(28.6139,77.2090)","['u237', 'u241']","{'street_art': 0.8, 'graffiti': 0.9}","{'image': 0.9, 'video': 0.8}","{'u237': 0.8, 'u241': 0.7}","{'graffiti': 0.9, 'street_art': 0.8}","""Colorful mural celebrating local heroes""",2025-05-22 15:25:00,201.0,46.0,32.0,19.4,"['mural', 'street', 'heroes']",image,170.0,"(28.6139,77.2090)",0.87,0.02,0.11,0.84,389.0,980.1003502780557,medium,positive,3,2,mural
p140,u240,"(12.9716,74.7965)","['u238', 'u242']","{'coconut_art': 0.8, 'traditional_crafts': 0.9}","{'image': 0.8, 'video': 0.7}","{'u238': 0.9, 'u242': 0.6}","{'traditional_crafts': 0.9, 'coconut_art': 0.8}","""Carved coconut shell showing intricate patterns""",2025-05-25 12:20:00,159.0,35.0,23.0,36.2,"['coconut', 'carving', 'patterns']",image,280.0,"(12.9716,74.7965)",0.85,0.02,0.13,0.82,298.0,911.1836836113889,medium,positive,3,2,coconut
p141,u241,"(17.3850,78.4867)","['u239', 'u243']","{'urban_farming': 0.9, 'sustainability': 0.8}","{'video': 0.7, 'image': 0.8}","{'u239': 0.7, 'u243': 0.8}","{'sustainability': 0.8, 'urban_farming': 0.9}","""Rooftop vegetable garden in apartment complex""",2025-05-23 10:05:00,176.0,38.0,25.0,39.8,"['farming', 'rooftop', 'vegetables']",video,370.0,"(17.3850,78.4867)",0.81,0.03,0.16,0.77,327.0,961.4336836113889,long,positive,3,2,farming
p142,u242,"(25.5941,85.1376)","['u240', 'u244']","{'thangka_painting': 0.8, 'buddhist_art': 0.9}","{'image': 0.9, 'video': 0.6}","{'u240': 0.8, 'u244': 0.7}","{'buddhist_art': 0.9, 'thangka_painting': 0.8}","""Traditional Tibetan thangka meditation mandala""",2025-05-24 20:10:00,134.0,30.0,19.0,52.4,"['thangka', 'mandala', 'tibetan']",image,480.0,"(25.5941,85.1376)",0.86,0.02,0.12,0.83,251.0,927.3503502780557,long,positive,3,2,thangka
p143,u243,"(18.9388,72.8354)","['u241', 'u245']","{'food_photography': 0.8, 'culinary': 0.9}","{'image': 0.9, 'video': 0.7}","{'u241': 0.8, 'u245': 0.8}","{'culinary': 0.9, 'food_photography': 0.8}","""Artistic plating of traditional Maharashtrian thali""",2025-05-22 13:45:00,218.0,49.0,34.0,24.7,"['food', 'thali', 'plating']",image,200.0,"(18.9388,72.8354)",0.89,0.01,0.1,0.87,418.0,981.7670169447223,medium,positive,3,2,food
p144,u244,"(14.6818,75.9076)","['u242', 'u246']","{'shadow_art': 0.9, 'light_play': 0.8}","{'image': 0.8, 'video': 0.8}","{'u242': 0.7, 'u246': 0.8}","{'light_play': 0.8, 'shadow_art': 0.9}","""Shadow puppet theater behind translucent screen""",2025-05-25 19:30:00,165.0,36.0,24.0,29.3,"['shadow', 'puppet', 'theater']",video,290.0,"(14.6818,75.9076)",0.88,0.02,0.1,0.85,309.0,904.0170169447223,medium,positive,3,2,shadow
p145,u245,"(23.0225,72.5714)","['u243', 'u247']","{'pearl_diving': 0.8, 'marine_adventure': 0.9}","{'video': 0.9, 'image': 0.7}","{'u243': 0.9, 'u247': 0.6}","{'marine_adventure': 0.9, 'pearl_diving': 0.8}","""Traditional pearl diving in Gulf of Kutch""",2025-05-23 06:15:00,192.0,43.0,30.0,37.6,"['pearl', 'diving', 'gulf']",video,350.0,"(23.0225,72.5714)",0.84,0.03,0.13,0.8,368.0,965.2670169447223,long,positive,3,2,pearl
p146,u246,"(19.2183,72.9781)","['u244', 'u248']","{'wire_sculpture': 0.8, 'contemporary_art': 0.9}","{'image': 0.8, 'video': 0.8}","{'u244': 0.8, 'u248': 0.7}","{'contemporary_art': 0.9, 'wire_sculpture': 0.8}","""Twisted copper wire forming dancing figure""",2025-05-24 15:55:00,147.0,32.0,20.0,31.9,"['wire', 'sculpture', 'copper']",image,230.0,"(19.2183,72.9781)",0.86,0.02,0.12,0.83,271.0,931.6003502780557,medium,positive,3,2,wire
p147,u247,"(27.0238,88.2636)","['u245', 'u249']","{'butterfly_garden': 0.9, 'conservation': 0.8}","{'image': 0.8, 'video': 0.7}","{'u245': 0.7, 'u249': 0.8}","{'conservation': 0.8, 'butterfly_garden': 0.9}","""Native butterfly sanctuary with flowering plants""",2025-05-22 09:40:00,183.0,40.0,27.0,34.1,"['butterfly', 'garden', 'conservation']",image,260.0,"(27.0238,88.2636)",0.87,0.02,0.11,0.84,344.0,985.8503502780557,medium,positive,3,2,butterfly
p148,u248,"(15.8281,74.4986)","['u246', 'u250']","{'mask_making': 0.8, 'carnival_arts': 0.9}","{'video': 0.7, 'image': 0.8}","{'u246': 0.9, 'u250': 0.7}","{'carnival_arts': 0.9, 'mask_making': 0.8}","""Elaborate Goan carnival mask with feathers""",2025-05-25 14:25:00,169.0,37.0,25.0,26.8,"['mask', 'carnival', 'goa']",image,210.0,"(15.8281,74.4986)",0.9,0.01,0.09,0.88,318.0,909.1003502780557,medium,positive,3,2,mask
p149,u249,"(22.9734,88.4636)","['u247', 'u251']","{'clay_animation': 0.8, 'stop_motion': 0.9}","{'video': 0.9, 'image': 0.6}","{'u247': 0.8, 'u251': 0.7}","{'stop_motion': 0.9, 'clay_animation': 0.8}","""Short story using handmade clay characters""",2025-05-23 21:15:00,154.0,34.0,22.0,48.2,"['clay', 'animation', 'story']",video,460.0,"(22.9734,88.4636)",0.82,0.03,0.15,0.78,288.0,950.2670169447223,long,positive,3,2,clay
p150,u250,"(20.5937,78.9629)","['u248', 'u252']","{'stone_balancing': 0.9, 'zen_art': 0.8}","{'image': 0.8, 'video': 0.8}","{'u248': 0.7, 'u252': 0.8}","{'zen_art': 0.8, 'stone_balancing': 0.9}","""Meditation stones perfectly balanced by river""",2025-05-24 05:50:00,178.0,39.0,26.0,41.7,"['stones', 'balance', 'meditation']",image,300.0,"(20.5937,78.9629)",0.89,0.01,0.1,0.87,334.0,941.6836836113889,medium,positive,3,2,stones
p151,u251,"(11.2588,75.7804)","['u249', 'u253']","{'backwater_kayaking': 0.8, 'nature_sports': 0.9}","{'video': 0.9, 'image': 0.7}","{'u249': 0.8, 'u253': 0.7}","{'nature_sports': 0.9, 'backwater_kayaking': 0.8}","""Sunrise kayaking through Kerala backwaters""",2025-05-22 06:30:00,212.0,47.0,33.0,23.4,"['kayak', 'backwater', 'sunrise']",video,190.0,"(11.2588,75.7804)",0.93,0.01,0.06,0.91,405.0,989.0170169447223,medium,positive,3,2,kayak
p152,u252,"(26.8206,80.9471)","['u250', 'u254']","{'glass_blowing': 0.9, 'crystal_art': 0.8}","{'video': 0.8, 'image': 0.8}","{'u250': 0.8, 'u254': 0.7}","{'crystal_art': 0.8, 'glass_blowing': 0.9}","""Molten glass forming delicate flower vase""",2025-05-25 16:10:00,163.0,35.0,23.0,38.9,"['glass', 'vase', 'flower']",video,360.0,"(26.8206,80.9471)",0.85,0.02,0.13,0.82,302.0,907.3503502780557,long,positive,3,2,glass
p153,u253,"(17.6599,75.9064)","['u251', 'u255']","{'natural_dyeing': 0.8, 'textile_colors': 0.9}","{'image': 0.8, 'video': 0.7}","{'u251': 0.9, 'u255': 0.6}","{'textile_colors': 0.9, 'natural_dyeing': 0.8}","""Indigo and turmeric dye creating vibrant patterns""",2025-05-23 11:55:00,141.0,31.0,19.0,35.6,"['dye', 'indigo', 'natural']",image,270.0,"(17.6599,75.9064)",0.83,0.03,0.14,0.79,260.0,959.6003502780557,medium,positive,3,2,dye
p154,u254,"(24.6408,93.9065)","['u252', 'u256']","{'tribal_weaving': 0.9, 'handloom': 0.8}","{'video': 0.7, 'image': 0.8}","{'u252': 0.7, 'u256': 0.8}","{'handloom': 0.8, 'tribal_weaving': 0.9}","""Traditional Mizo textile on bamboo loom""",2025-05-24 13:35:00,128.0,29.0,18.0,43.8,"['weaving', 'mizo', 'handloom']",video,420.0,"(24.6408,93.9065)",0.84,0.02,0.14,0.81,240.0,933.9336836113889,long,positive,3,2,weaving
p155,u255,"(13.6288,79.4192)","['u253', 'u197']","{'meditation_bells': 0.8, 'sound_healing': 0.9}","{'audio': 0.9, 'video': 0.6}","{'u253': 0.8, 'u197': 0.7}","{'sound_healing': 0.9, 'meditation_bells': 0.8}","""Tibetan singing bowls creating harmonic resonance""",2025-05-22 18:20:00,136.0,30.0,20.0,56.7,"['bells', 'tibetan', 'healing']",audio,520.0,"(13.6288,79.4192)",0.88,0.01,0.11,0.86,256.0,977.1836836113889,long,positive,3,2,bells
p126,u226,"(23.2599,77.4126)","['u224', 'u228']","{'leather_craft': 0.9, 'handmade': 0.8}","{'video': 0.8, 'image': 0.8}","{'u224': 0.8, 'u228': 0.7}","{'handmade': 0.8, 'leather_craft': 0.9}","""Hand-stitched leather wallet from start to finish""",2025-05-24 14:35:00,182.0,41.0,27.0,35.4,"['leather', 'wallet', 'handmade']",video,330.0,"(23.2599,77.4126)",0.85,0.02,0.13,0.82,345.0,932.9336836113889,long,positive,3,2,leather
p127,u227,"(15.8281,78.0373)","['u225', 'u229']","{'bonsai': 0.8, 'miniature_trees': 0.9}","{'image': 0.9, 'video': 0.7}","{'u225': 0.9, 'u229': 0.6}","{'miniature_trees': 0.9, 'bonsai': 0.8}","""20-year-old ficus bonsai styling session""",2025-05-23 09:45:00,164.0,37.0,24.0,42.1,"['bonsai', 'ficus', 'styling']",image,290.0,"(15.8281,78.0373)",0.87,0.02,0.11,0.84,310.0,961.7670169447223,medium,positive,3,2,bonsai
p128,u228,"(19.2183,72.9781)","['u226', 'u230']","{'glass_blowing': 0.9, 'art_glass': 0.8}","{'video': 0.8, 'image': 0.8}","{'u226': 0.7, 'u230': 0.8}","{'art_glass': 0.8, 'glass_blowing': 0.9}","""Molten glass sculpture taking shape in furnace""",2025-05-25 13:20:00,207.0,46.0,33.0,28.9,"['glass', 'sculpture', 'furnace']",video,220.0,"(19.2183,72.9781)",0.88,0.02,0.1,0.85,398.0,910.1836836113889,medium,positive,3,2,glass
p129,u229,"(12.2958,76.6394)","['u227', 'u231']","{'spice_grinding': 0.8, 'traditional_cooking': 0.9}","{'video': 0.7, 'image': 0.8}","{'u227': 0.8, 'u231': 0.7}","{'traditional_cooking': 0.9, 'spice_grinding': 0.8}","""Grinding fresh garam masala with stone mortar""",2025-05-22 16:10:00,153.0,34.0,21.0,32.7,"['spices', 'masala', 'traditional']",video,300.0,"(12.2958,76.6394)",0.83,0.03,0.14,0.79,284.0,979.3503502780557,medium,positive,3,2,spices
p130,u230,"(24.5854,73.7125)","['u228', 'u232']","{'kite_flying': 0.9, 'festivals': 0.8}","{'video': 0.8, 'image': 0.8}","{'u228': 0.8, 'u232': 0.7}","{'festivals': 0.8, 'kite_flying': 0.9}","""Colorful kites dancing in desert sky""",2025-05-24 17:55:00,195.0,43.0,29.0,19.8,"['kites', 'desert', 'colorful']",video,180.0,"(24.5854,73.7125)",0.91,0.01,0.08,0.89,368.0,929.6003502780557,medium,positive,3,2,kites
p131,u231,"(27.5706,77.3273)","['u229', 'u233']","{'metal_work': 0.8, 'jewelry_making': 0.9}","{'image': 0.8, 'video': 0.8}","{'u229': 0.7, 'u233': 0.8}","{'jewelry_making': 0.9, 'metal_work': 0.8}","""Silver ring crafting with traditional tools""",2025-05-23 11:40:00,138.0,31.0,19.0,38.6,"['silver', 'ring', 'jewelry']",video,350.0,"(27.5706,77.3273)",0.86,0.02,0.12,0.83,257.0,959.8503502780557,long,positive,3,2,silver
p132,u232,"(18.1124,83.3539)","['u230', 'u234']","{'sand_art': 0.9, 'beach_sculptures': 0.8}","{'image': 0.8, 'video': 0.8}","{'u230': 0.8, 'u234': 0.7}","{'beach_sculptures': 0.8, 'sand_art': 0.9}","""Intricate sand mandala dissolving with tide""",2025-05-25 08:15:00,172.0,39.0,26.0,25.3,"['sand', 'mandala', 'tide']",image,200.0,"(18.1124,83.3539)",0.89,0.02,0.09,0.86,328.0,915.2670169447223,medium,positive,3,2,sand
p133,u233,"(14.4673,79.9864)","['u231', 'u235']","{'dance': 0.8, 'bharatanatyam': 0.9}","{'video': 0.9, 'audio': 0.7}","{'u231': 0.9, 'u235': 0.7}","{'bharatanatyam': 0.9, 'dance': 0.8}","""Classical Bharatanatyam performance excerpt""",2025-05-22 19:30:00,216.0,48.0,34.0,45.2,"['dance', 'bharatanatyam', 'classical']",video,420.0,"(14.4673,79.9864)",0.92,0.01,0.07,0.9,414.0,976.0170169447223,long,positive,3,2,dance
p134,u234,"(26.1445,91.7362)","['u232', 'u236']","{'tea_brewing': 0.8, 'darjeeling': 0.9}","{'image': 0.8, 'video': 0.7}","{'u232': 0.8, 'u236': 0.7}","{'darjeeling': 0.9, 'tea_brewing': 0.8}","""First flush Darjeeling brewing techniques""",2025-05-24 15:45:00,147.0,33.0,22.0,41.7,"['tea', 'darjeeling', 'brewing']",image,280.0,"(26.1445,91.7362)",0.84,0.03,0.13,0.8,279.0,931.7670169447223,medium,positive,3,2,tea
p135,u235,"(20.9517,70.2036)","['u233', 'u237']","{'salt_farming': 0.9, 'traditional_methods': 0.8}","{'video': 0.7, 'image': 0.8}","{'u233': 0.7, 'u237': 0.8}","{'traditional_methods': 0.8, 'salt_farming': 0.9}","""Ancient salt pans in Kutch desert region""",2025-05-23 13:25:00,159.0,36.0,23.0,34.1,"['salt', 'kutch', 'traditional']",video,310.0,"(20.9517,70.2036)",0.81,0.04,0.15,0.76,300.0,958.1003502780557,long,positive,3,2,salt
p136,u236,"(15.9129,79.7400)","['u234', 'u238']","{'block_printing': 0.8, 'textile_design': 0.9}","{'image': 0.9, 'video': 0.7}","{'u234': 0.8, 'u238': 0.7}","{'textile_design': 0.9, 'block_printing': 0.8}","""Hand block printing on organic cotton fabric""",2025-05-25 10:20:00,181.0,40.0,28.0,29.4,"['printing', 'textile', 'organic']",image,220.0,"(15.9129,79.7400)",0.86,0.02,0.12,0.83,345.0,913.1836836113889,medium,positive,3,2,printing
p137,u237,"(22.9734,78.6569)","['u235', 'u239']","{'star_gazing': 0.8, 'astrophotography': 0.9}","{'image': 0.8, 'video': 0.7}","{'u235': 0.7, 'u239': 0.8}","{'astrophotography': 0.9, 'star_gazing': 0.8}","""Milky Way captured over ancient temple ruins""",2025-05-22 23:40:00,248.0,52.0,39.0,31.6,"['milkyway', 'temple', 'night']",image,240.0,"(22.9734,78.6569)",0.93,0.01,0.06,0.91,469.0,971.8503502780557,medium,positive,3,2,milkyway
