post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound
p130,u230,"(24.5854,73.7125)","['u228', 'u232']","{'kite_flying': 0.9, 'festivals': 0.8}","{'video': 0.8, 'image': 0.8}","{'u228': 0.8, 'u232': 0.7}","{'festivals': 0.8, 'kite_flying': 0.9}","""Colorful kites dancing in desert sky""",5/24/2025 17:55,195.0,43.0,29.0,19.8,"['kites', 'desert', 'colorful']",video,180.0,"(24.5854,73.7125)",0.91,0.01,0.08,0.89
p131,u231,"(27.5706,77.3273)","['u229', 'u233']","{'metal_work': 0.8, 'jewelry_making': 0.9}","{'image': 0.8, 'video': 0.8}","{'u229': 0.7, 'u233': 0.8}","{'jewelry_making': 0.9, 'metal_work': 0.8}","""Silver ring crafting with traditional tools""",5/23/2025 11:40,138.0,31.0,19.0,38.6,"['silver', 'ring', 'jewelry']",video,350.0,"(27.5706,77.3273)",0.86,0.02,0.12,0.83
p132,u232,"(18.1124,83.3539)","['u230', 'u234']","{'sand_art': 0.9, 'beach_sculptures': 0.8}","{'image': 0.8, 'video': 0.8}","{'u230': 0.8, 'u234': 0.7}","{'beach_sculptures': 0.8, 'sand_art': 0.9}","""Intricate sand mandala dissolving with tide""",5/25/2025 8:15,172.0,39.0,26.0,25.3,"['sand', 'mandala', 'tide']",image,200.0,"(18.1124,83.3539)",0.89,0.02,0.09,0.86
p133,u233,"(14.4673,79.9864)","['u231', 'u235']","{'dance': 0.8, 'bharatanatyam': 0.9}","{'video': 0.9, 'audio': 0.7}","{'u231': 0.9, 'u235': 0.7}","{'bharatanatyam': 0.9, 'dance': 0.8}","""Classical Bharatanatyam performance excerpt""",5/22/2025 19:30,216.0,48.0,34.0,45.2,"['dance', 'bharatanatyam', 'classical']",video,420.0,"(14.4673,79.9864)",0.92,0.01,0.07,0.9
p134,u234,"(26.1445,91.7362)","['u232', 'u236']","{'tea_brewing': 0.8, 'darjeeling': 0.9}","{'image': 0.8, 'video': 0.7}","{'u232': 0.8, 'u236': 0.7}","{'darjeeling': 0.9, 'tea_brewing': 0.8}","""First flush Darjeeling brewing techniques""",5/24/2025 15:45,147.0,33.0,22.0,41.7,"['tea', 'darjeeling', 'brewing']",image,280.0,"(26.1445,91.7362)",0.84,0.03,0.13,0.8
p135,u235,"(20.9517,70.2036)","['u233', 'u237']","{'salt_farming': 0.9, 'traditional_methods': 0.8}","{'video': 0.7, 'image': 0.8}","{'u233': 0.7, 'u237': 0.8}","{'traditional_methods': 0.8, 'salt_farming': 0.9}","""Ancient salt pans in Kutch desert region""",5/23/2025 13:25,159.0,36.0,23.0,34.1,"['salt', 'kutch', 'traditional']",video,310.0,"(20.9517,70.2036)",0.81,0.04,0.15,0.76
p136,u236,"(15.9129,79.7400)","['u234', 'u238']","{'block_printing': 0.8, 'textile_design': 0.9}","{'image': 0.9, 'video': 0.7}","{'u234': 0.8, 'u238': 0.7}","{'textile_design': 0.9, 'block_printing': 0.8}","""Hand block printing on organic cotton fabric""",5/25/2025 10:20,181.0,40.0,28.0,29.4,"['printing', 'textile', 'organic']",image,220.0,"(15.9129,79.7400)",0.86,0.02,0.12,0.83
p137,u237,"(22.9734,78.6569)","['u235', 'u239']","{'star_gazing': 0.8, 'astrophotography': 0.9}","{'image': 0.8, 'video': 0.7}","{'u235': 0.7, 'u239': 0.8}","{'astrophotography': 0.9, 'star_gazing': 0.8}","""Milky Way captured over ancient temple ruins""",5/22/2025 23:40,248.0,52.0,39.0,31.6,"['milkyway', 'temple', 'night']",image,240.0,"(22.9734,78.6569)",0.93,0.01,0.06,0.91
p138,u238,"(17.3850,78.4867)","['u236', 'u240']","{'cricket': 0.9, 'street_sports': 0.8}","{'video': 0.9, 'image': 0.6}","{'u236': 0.8, 'u240': 0.8}","{'street_sports': 0.8, 'cricket': 0.9}","""Gully cricket match in narrow Mumbai lane""",5/24/2025 18:10,234.0,51.0,37.0,16.3,"['cricket', 'gully', 'mumbai']",video,140.0,"(17.3850,78.4867)",0.9,0.02,0.08,0.87
p139,u239,"(13.3409,74.7421)","['u237', 'u241']","{'coconut_craft': 0.8, 'shell_art': 0.9}","{'image': 0.8, 'video': 0.7}","{'u237': 0.8, 'u241': 0.7}","{'shell_art': 0.9, 'coconut_craft': 0.8}","""Carved coconut shell decorative bowl""",5/23/2025 12:50,126.0,28.0,17.0,37.9,"['coconut', 'carving', 'decorative']",image,260.0,"(13.3409,74.7421)",0.85,0.02,0.13,0.82
p140,u240,"(25.5788,85.0002)","['u238', 'u242']","{'folk_painting': 0.9, 'madhubani': 0.8}","{'image': 0.8, 'video': 0.7}","{'u238': 0.9, 'u242': 0.6}","{'madhubani': 0.8, 'folk_painting': 0.9}","""Traditional Madhubani art on handmade paper""",5/25/2025 14:15,168.0,37.0,25.0,40.3,"['madhubani', 'folk', 'traditional']",image,290.0,"(25.5788,85.0002)",0.88,0.01,0.11,0.86
p141,u241,"(28.5355,77.3910)","['u239', 'u243']","{'urban_farming': 0.8, 'rooftop_gardens': 0.9}","{'video': 0.7, 'image': 0.8}","{'u239': 0.7, 'u243': 0.8}","{'rooftop_gardens': 0.9, 'urban_farming': 0.8}","""Rooftop vegetable garden in Delhi apartment""",5/22/2025 7:30,154.0,35.0,23.0,36.8,"['rooftop', 'garden', 'vegetables']",video,340.0,"(28.5355,77.3910)",0.82,0.03,0.15,0.78
p142,u242,"(11.0168,76.9558)","['u240', 'u244']","{'banana_leaf_art': 0.8, 'eco_friendly': 0.9}","{'image': 0.9, 'video': 0.6}","{'u240': 0.8, 'u244': 0.7}","{'eco_friendly': 0.9, 'banana_leaf_art': 0.8}","""Eco-friendly plates made from banana leaves""",5/24/2025 11:05,141.0,32.0,20.0,33.7,"['banana', 'eco', 'plates']",image,250.0,"(11.0168,76.9558)",0.87,0.02,0.11,0.84
p143,u243,"(21.2514,81.6296)","['u241', 'u245']","{'tribal_dance': 0.9, 'folk_culture': 0.8}","{'video': 0.8, 'audio': 0.8}","{'u241': 0.8, 'u245': 0.7}","{'folk_culture': 0.8, 'tribal_dance': 0.9}","""Bastar tribal dance performance at festival""",5/23/2025 20:45,192.0,44.0,31.0,38.4,"['tribal', 'dance', 'bastar']",video,380.0,"(21.2514,81.6296)",0.89,0.02,0.09,0.86
p144,u244,"(16.7050,74.2433)","['u242', 'u246']","{'puppet_making': 0.8, 'kathputli': 0.9}","{'video': 0.7, 'image': 0.8}","{'u242': 0.7, 'u246': 0.8}","{'kathputli': 0.9, 'puppet_making': 0.8}","""Crafting traditional Rajasthani string puppet""",5/25/2025 16:30,137.0,30.0,19.0,44.6,"['puppet', 'kathputli', 'rajasthani']",video,410.0,"(16.7050,74.2433)",0.84,0.03,0.13,0.8
p145,u245,"(19.8762,75.3433)","['u243', 'u247']","{'gemstone_cutting': 0.9, 'jewelry': 0.8}","{'video': 0.8, 'image': 0.8}","{'u243': 0.8, 'u247': 0.7}","{'jewelry': 0.8, 'gemstone_cutting': 0.9}","""Precision cutting of natural amethyst stone""",5/22/2025 14:20,176.0,39.0,26.0,35.2,"['gemstone', 'amethyst', 'cutting']",video,320.0,"(19.8762,75.3433)",0.86,0.02,0.12,0.83
p146,u246,"(24.8829,67.0011)","['u244', 'u248']","{'camel_racing': 0.8, 'desert_sports': 0.9}","{'video': 0.9, 'image': 0.7}","{'u244': 0.7, 'u248': 0.8}","{'desert_sports': 0.9, 'camel_racing': 0.8}","""Traditional camel race in Thar desert""",5/24/2025 6:45,211.0,47.0,33.0,21.9,"['camel', 'race', 'desert']",video,170.0,"(24.8829,67.0011)",0.88,0.02,0.1,0.85
p147,u247,"(12.9716,74.7965)","['u245', 'u249']","{'spice_art': 0.8, 'rangoli': 0.9}","{'image': 0.9, 'video': 0.6}","{'u245': 0.9, 'u249': 0.6}","{'rangoli': 0.9, 'spice_art': 0.8}","""Colorful spice rangoli for festival decoration""",5/23/2025 8:55,189.0,42.0,29.0,27.1,"['spices', 'rangoli', 'festival']",image,190.0,"(12.9716,74.7965)",0.91,0.01,0.08,0.89
p148,u248,"(26.9158,75.8648)","['u246', 'u250']","{'puppet_shows': 0.9, 'storytelling': 0.8}","{'video': 0.8, 'audio': 0.8}","{'u246': 0.8, 'u250': 0.7}","{'storytelling': 0.8, 'puppet_shows': 0.9}","""Rajasthani puppet show narrating folk tale""",5/25/2025 19:15,163.0,36.0,24.0,43.1,"['puppet', 'storytelling', 'folk']",video,400.0,"(26.9158,75.8648)",0.87,0.02,0.11,0.84
p149,u249,"(18.9220,72.8347)","['u247', 'u251']","{'street_photography': 0.8, 'urban_life': 0.9}","{'image': 0.9, 'video': 0.6}","{'u247': 0.8, 'u251': 0.7}","{'urban_life': 0.9, 'street_photography': 0.8}","""Rush hour chaos at Mumbai train station""",5/22/2025 17:40,203.0,45.0,32.0,22.6,"['street', 'mumbai', 'chaos']",image,160.0,"(18.9220,72.8347)",0.73,0.08,0.19,0.65
p150,u250,"(14.6869,75.9064)","['u248', 'u252']","{'ayurveda': 0.8, 'herbal_medicine': 0.9}","{'video': 0.7, 'image': 0.8}","{'u248': 0.7, 'u252': 0.8}","{'herbal_medicine': 0.9, 'ayurveda': 0.8}","""Traditional ayurvedic oil preparation process""",5/24/2025 12:25,152.0,34.0,21.0,39.5,"['ayurveda', 'herbal', 'oil']",video,360.0,"(14.6869,75.9064)",0.85,0.02,0.13,0.82
p151,u251,"(23.0225,72.5714)","['u249', 'u253']","{'kite_making': 0.9, 'paper_craft': 0.8}","{'video': 0.8, 'image': 0.8}","{'u249': 0.8, 'u253': 0.7}","{'paper_craft': 0.8, 'kite_making': 0.9}","""Hand-crafted paper kite assembly tutorial""",5/23/2025 15:10,174.0,38.0,25.0,30.8,"['kite', 'paper', 'craft']",video,280.0,"(23.0225,72.5714)",0.86,0.02,0.12,0.83
p152,u252,"(17.6599,75.9064)","['u250', 'u254']","{'classical_music': 0.8, 'sitar': 0.9}","{'audio': 0.9, 'video': 0.7}","{'u250': 0.8, 'u254': 0.7}","{'sitar': 0.9, 'classical_music': 0.8}","""Raga Yaman performance on vintage sitar""",5/25/2025 21:20,186.0,41.0,28.0,54.3,"['sitar', 'raga', 'classical']",audio,620.0,"(17.6599,75.9064)",0.88,0.01,0.11,0.86
p153,u253,"(20.3974,85.8351)","['u251', 'u255']","{'boat_making': 0.8, 'traditional_craft': 0.9}","{'video': 0.7, 'image': 0.8}","{'u251': 0.7, 'u255': 0.8}","{'traditional_craft': 0.9, 'boat_making': 0.8}","""Building traditional fishing boat from scratch""",5/22/2025 13:30,148.0,33.0,20.0,41.9,"['boat', 'fishing', 'traditional']",video,380.0,"(20.3974,85.8351)",0.83,0.03,0.14,0.79
p154,u254,"(25.1870,75.8648)","['u252', 'u256']","{'fabric_dyeing': 0.9, 'natural_colors': 0.8}","{'image': 0.8, 'video': 0.8}","{'u252': 0.8, 'u256': 0.7}","{'natural_colors': 0.8, 'fabric_dyeing': 0.9}","""Natural indigo dyeing process for cotton""",5/24/2025 10:50,167.0,37.0,24.0,33.6,"['indigo', 'dyeing', 'natural']",video,310.0,"(25.1870,75.8648)",0.84,0.03,0.13,0.8
p155,u255,"(16.2050,80.5800)","['u253', 'u227']","{'sand_painting': 0.8, 'mandala_art': 0.9}","{'image': 0.8, 'video': 0.7}","{'u253': 0.7, 'u227': 0.8}","{'mandala_art': 0.9, 'sand_painting': 0.8}","""Tibetan sand mandala creation and dissolution""",5/23/2025 16:45,195.0,43.0,30.0,35.7,"['sand', 'mandala', 'tibetan']",video,330.0,"(16.2050,80.5800)",0.89,0.02,0.09,0.86
p126,u226,"(23.2599,77.4126)","['u224', 'u228']","{'metal_sculpting': 0.9, 'welding': 0.8}","{'video': 0.8, 'image': 0.8}","{'u224': 0.8, 'u228': 0.7}","{'welding': 0.8, 'metal_sculpting': 0.9}","""Forging steel lotus sculpture from scrap metal""",5/24/2025 14:35,203.0,46.0,32.0,41.7,"['metal', 'sculpture', 'lotus']",video,380.0,"(23.2599,77.4126)",0.85,0.02,0.13,0.82
p127,u227,"(15.8281,74.4977)","['u225', 'u229']","{'chess': 0.8, 'strategy_games': 0.9}","{'video': 0.7, 'text': 0.8}","{'u225': 0.9, 'u229': 0.6}","{'strategy_games': 0.9, 'chess': 0.8}","""Analyzing Kasparov's Queen's Gambit opening""",5/22/2025 19:25,167.0,35.0,24.0,47.2,"['chess', 'kasparov', 'strategy']",video,460.0,"(15.8281,74.4977)",0.8,0.03,0.17,0.76
p128,u228,"(12.2958,76.6394)","['u226', 'u230']","{'coffee_roasting': 0.9, 'brewing': 0.8}","{'video': 0.8, 'image': 0.7}","{'u226': 0.8, 'u230': 0.8}","{'brewing': 0.8, 'coffee_roasting': 0.9}","""Small batch coffee roasting: Karnataka beans""",5/25/2025 8:45,189.0,41.0,28.0,35.6,"['coffee', 'roasting', 'karnataka']",video,320.0,"(12.2958,76.6394)",0.87,0.02,0.11,0.84
p129,u229,"(27.8974,78.0880)","['u227', 'u231']","{'puppet_making': 0.8, 'traditional_theater': 0.9}","{'video': 0.8, 'image': 0.8}","{'u227': 0.7, 'u231': 0.8}","{'traditional_theater': 0.9, 'puppet_making': 0.8}","""Kathputli puppet crafting: Rajasthani tradition""",5/23/2025 16:40,134.0,29.0,19.0,38.9,"['puppet', 'kathputli', 'rajasthan']",video,340.0,"(27.8974,78.0880)",0.83,0.03,0.14,0.79
p130,u230,"(18.1096,83.3870)","['u228', 'u232']","{'kite_making': 0.9, 'festival_crafts': 0.8}","{'image': 0.8, 'video': 0.7}","{'u228': 0.9, 'u232': 0.7}","{'festival_crafts': 0.8, 'kite_making': 0.9}","""Traditional patang kites for Makar Sankranti""",5/24/2025 10:20,176.0,38.0,26.0,29.4,"['kite', 'patang', 'festival']",image,220.0,"(18.1096,83.3870)",0.89,0.01,0.1,0.87
p131,u231,"(24.5854,73.7125)","['u229', 'u233']","{'desert_photography': 0.8, 'landscape': 0.9}","{'image': 0.9, 'video': 0.6}","{'u229': 0.8, 'u233': 0.7}","{'landscape': 0.9, 'desert_photography': 0.8}","""Golden hour sand dunes of Thar Desert""",5/22/2025 18:15,245.0,52.0,38.0,24.8,"['desert', 'thar', 'golden']",image,180.0,"(24.5854,73.7125)",0.91,0.01,0.08,0.89
p132,u232,"(11.0168,76.9558)","['u230', 'u234']","{'spice_blending': 0.9, 'cooking': 0.8}","{'video': 0.7, 'image': 0.8}","{'u230': 0.8, 'u234': 0.8}","{'cooking': 0.8, 'spice_blending': 0.9}","""Grinding fresh garam masala: family recipe""",5/25/2025 12:30,198.0,44.0,31.0,33.7,"['spices', 'garam', 'masala']",video,300.0,"(11.0168,76.9558)",0.86,0.02,0.12,0.83
p133,u233,"(19.9975,73.7898)","['u231', 'u235']","{'jewelry_making': 0.8, 'silver_work': 0.9}","{'image': 0.8, 'video': 0.8}","{'u231': 0.9, 'u235': 0.6}","{'silver_work': 0.9, 'jewelry_making': 0.8}","""Hand-hammered silver bangles with patterns""",5/23/2025 13:50,156.0,34.0,23.0,36.2,"['jewelry', 'silver', 'bangles']",image,260.0,"(19.9975,73.7898)",0.84,0.02,0.14,0.81
p134,u234,"(16.7050,74.2433)","['u232', 'u236']","{'monsoon_photography': 0.9, 'nature': 0.8}","{'image': 0.8, 'video': 0.7}","{'u232': 0.7, 'u236': 0.8}","{'nature': 0.8, 'monsoon_photography': 0.9}","""First monsoon raindrops on lotus leaves""",5/24/2025 17:25,187.0,40.0,27.0,27.6,"['monsoon', 'lotus', 'rain']",image,200.0,"(16.7050,74.2433)",0.88,0.01,0.11,0.86
p135,u235,"(26.2389,73.0243)","['u233', 'u237']","{'camel_safari': 0.8, 'desert_travel': 0.9}","{'video': 0.8, 'image': 0.8}","{'u233': 0.8, 'u237': 0.7}","{'desert_travel': 0.9, 'camel_safari': 0.8}","""Sunset camel caravan through sand dunes""",5/22/2025 16:10,213.0,47.0,34.0,31.9,"['camel', 'safari', 'sunset']",video,290.0,"(26.2389,73.0243)",0.9,0.01,0.09,0.88
p136,u236,"(13.7441,100.5018)","['u234', 'u238']","{'fruit_carving': 0.9, 'culinary_art': 0.8}","{'image': 0.8, 'video': 0.8}","{'u234': 0.9, 'u238': 0.7}","{'culinary_art': 0.8, 'fruit_carving': 0.9}","""Intricate watermelon carving: floral design""",5/25/2025 14:15,174.0,37.0,25.0,28.3,"['fruit', 'carving', 'watermelon']",image,210.0,"(13.7441,100.5018)",0.87,0.02,0.11,0.84
p137,u237,"(21.5216,70.4579)","['u235', 'u239']","{'salt_farming': 0.8, 'traditional_methods': 0.9}","{'video': 0.7, 'image': 0.8}","{'u235': 0.7, 'u239': 0.8}","{'traditional_methods': 0.9, 'salt_farming': 0.8}","""Traditional salt harvesting in Kutch region""",5/23/2025 9:40,142.0,31.0,20.0,39.8,"['salt', 'kutch', 'harvesting']",video,370.0,"(21.5216,70.4579)",0.81,0.03,0.16,0.77
p138,u238,"(22.9734,88.4636)","['u236', 'u240']","{'boat_making': 0.9, 'traditional_crafts': 0.8}","{'video': 0.8, 'image': 0.7}","{'u236': 0.8, 'u240': 0.8}","{'traditional_crafts': 0.8, 'boat_making': 0.9}","""Building country boat with traditional tools""",5/24/2025 11:55,165.0,36.0,24.0,42.1,"['boat', 'traditional', 'crafts']",video,390.0,"(22.9734,88.4636)",0.83,0.03,0.14,0.79
p139,u239,"(15.4909,73.8278)","['u237', 'u241']","{'cashew_processing': 0.8, 'agriculture': 0.9}","{'video': 0.7, 'image': 0.8}","{'u237': 0.8, 'u241': 0.7}","{'agriculture': 0.9, 'cashew_processing': 0.8}","""From cashew apple to nut: processing steps""",5/22/2025 12:20,128.0,28.0,18.0,44.6,"['cashew', 'processing', 'agriculture']",video,430.0,"(15.4909,73.8278)",0.79,0.04,0.17,0.74
p140,u240,"(25.0961,85.3131)","['u238', 'u242']","{'madhubani_painting': 0.9, 'folk_art': 0.8}","{'image': 0.8, 'video': 0.7}","{'u238': 0.9, 'u242': 0.6}","{'folk_art': 0.8, 'madhubani_painting': 0.9}","""Madhubani art: fish and lotus motifs""",5/25/2025 15:35,191.0,42.0,29.0,32.4,"['madhubani', 'folk', 'art']",image,240.0,"(25.0961,85.3131)",0.86,0.02,0.12,0.83
p141,u241,"(8.7642,76.6413)","['u239', 'u243']","{'coconut_climbing': 0.8, 'traditional_skills': 0.9}","{'video': 0.9, 'image': 0.6}","{'u239': 0.7, 'u243': 0.8}","{'traditional_skills': 0.9, 'coconut_climbing': 0.8}","""Traditional coconut tree climbing technique""",5/23/2025 7:50,203.0,45.0,33.0,26.7,"['coconut', 'climbing', 'traditional']",video,190.0,"(8.7642,76.6413)",0.88,0.02,0.1,0.85
p142,u242,"(20.9517,77.7615)","['u240', 'u244']","{'stone_carving': 0.9, 'temple_art': 0.8}","{'image': 0.8, 'video': 0.8}","{'u240': 0.8, 'u244': 0.7}","{'temple_art': 0.8, 'stone_carving': 0.9}","""Sandstone carving: intricate temple pillar""",5/24/2025 13:10,156.0,33.0,22.0,37.9,"['stone', 'carving', 'temple']",image,280.0,"(20.9517,77.7615)",0.82,0.03,0.15,0.78
p143,u243,"(10.8505,76.2711)","['u241', 'u245']","{'backwater_fishing': 0.8, 'traditional_fishing': 0.9}","{'video': 0.8, 'image': 0.7}","{'u241': 0.8, 'u245': 0.7}","{'traditional_fishing': 0.9, 'backwater_fishing': 0.8}","""Chinese fishing nets at sunset in Kerala""",5/22/2025 18:30,178.0,39.0,26.0,34.2,"['fishing', 'kerala', 'nets']",video,310.0,"(10.8505,76.2711)",0.85,0.02,0.13,0.82
p144,u244,"(27.5706,88.3639)","['u242', 'u246']","{'mountain_trekking': 0.8, 'adventure': 0.9}","{'video': 0.7, 'image': 0.8}","{'u242': 0.7, 'u246': 0.8}","{'adventure': 0.9, 'mountain_trekking': 0.8}","""Trekking to Sandakphu: Himalayan views""",5/25/2025 6:45,234.0,51.0,37.0,22.1,"['trekking', 'himalaya', 'sandakphu']",video,170.0,"(27.5706,88.3639)",0.89,0.02,0.09,0.86
p145,u245,"(18.5793,72.8194)","['u243', 'u247']","{'dabba_delivery': 0.8, 'urban_culture': 0.9}","{'video': 0.8, 'image': 0.7}","{'u243': 0.9, 'u247': 0.6}","{'urban_culture': 0.9, 'dabba_delivery': 0.8}","""Mumbai's dabbawala: precision lunch delivery""",5/23/2025 12:45,167.0,36.0,25.0,29.8,"['dabbawala', 'mumbai', 'delivery']",video,220.0,"(18.5793,72.8194)",0.87,0.02,0.11,0.84
p146,u246,"(14.5204,75.7224)","['u244', 'u248']","{'handloom_weaving': 0.9, 'textile': 0.8}","{'video': 0.7, 'image': 0.8}","{'u244': 0.8, 'u248': 0.8}","{'textile': 0.8, 'handloom_weaving': 0.9}","""Ilkal saree weaving on traditional loom""",5/24/2025 16:20,143.0,30.0,19.0,41.3,"['handloom', 'saree', 'ilkal']",video,380.0,"(14.5204,75.7224)",0.84,0.02,0.14,0.81
p147,u247,"(23.8103,91.2824)","['u245', 'u249']","{'tea_plantation': 0.8, 'agriculture': 0.9}","{'image': 0.8, 'video': 0.7}","{'u245': 0.7, 'u249': 0.8}","{'agriculture': 0.9, 'tea_plantation': 0.8}","""Early morning tea plucking in Darjeeling""",5/22/2025 5:30,195.0,43.0,30.0,33.6,"['tea', 'darjeeling', 'plantation']",image,250.0,"(23.8103,91.2824)",0.86,0.02,0.12,0.83
p148,u248,"(17.3850,78.4867)","['u246', 'u250']","{'biryani_cooking': 0.9, 'hyderabadi_cuisine': 0.8}","{'video': 0.8, 'image': 0.8}","{'u246': 0.9, 'u248': 0.7}","{'hyderabadi_cuisine': 0.8, 'biryani_cooking': 0.9}","""Authentic Hyderabadi biryani: dum cooking""",5/25/2025 13:25,267.0,58.0,42.0,19.6,"['biryani', 'hyderabad', 'dum']",video,150.0,"(17.3850,78.4867)",0.92,0.01,0.07,0.9
p149,u249,"(26.1445,87.8611)","['u247', 'u251']","{'silk_weaving': 0.8, 'traditional_textiles': 0.9}","{'video': 0.7, 'image': 0.8}","{'u247': 0.8, 'u251': 0.7}","{'traditional_textiles': 0.9, 'silk_weaving': 0.8}","""Golden silk threads: Assamese mekhela weaving""",5/23/2025 14:40,134.0,29.0,20.0,38.7,"['silk', 'assam', 'mekhela']",video,350.0,"(26.1445,87.8611)",0.83,0.03,0.14,0.79
p150,u250,"(12.9716,74.7965)","['u248', 'u252']","{'ayurveda': 0.8, 'herbal_medicine': 0.9}","{'video': 0.7, 'image': 0.8}","{'u248': 0.7, 'u252': 0.8}","{'herbal_medicine': 0.9, 'ayurveda': 0.8}","""Preparing traditional ayurvedic oil blend""",5/24/2025 10:05,148.0,32.0,21.0,43.2,"['ayurveda', 'herbal', 'oil']",video,410.0,"(12.9716,74.7965)",0.81,0.03,0.16,0.77
p151,u251,"(22.1991,88.2636)","['u249', 'u253']","{'clay_modeling': 0.9, 'durga_idol': 0.8}","{'video': 0.8, 'image': 0.8}","{'u249': 0.8, 'u253': 0.7}","{'durga_idol': 0.8, 'clay_modeling': 0.9}","""Sculpting Durga idol: traditional clay work""",5/22/2025 11:15,176.0,38.0,26.0,35.4,"['durga', 'clay', 'idol']",video,320.0,"(22.1991,88.2636)",0.85,0.02,0.13,0.82
p152,u252,"(19.2183,72.9781)","['u250', 'u254']","{'street_art': 0.8, 'graffiti': 0.9}","{'image': 0.9, 'video': 0.6}","{'u250': 0.9, 'u254': 0.6}","{'graffiti': 0.9, 'street_art': 0.8}","""Colorful street mural in Bandra suburb""",5/25/2025 17:50,189.0,41.0,28.0,25.7,"['street', 'art', 'bandra']",image,180.0,"(19.2183,72.9781)",0.88,0.02,0.1,0.85
p153,u253,"(13.3409,74.7421)","['u251', 'u255']","{'yakshagana': 0.9, 'traditional_dance': 0.8}","{'video': 0.8, 'audio': 0.7}","{'u251': 0.7, 'u255': 0.8}","{'traditional_dance': 0.8, 'yakshagana': 0.9}","""Yakshagana performance: epic storytelling""",5/23/2025 19:20,124.0,27.0,17.0,51.6,"['yakshagana', 'dance', 'epic']",video,490.0,"(13.3409,74.7421)",0.86,0.02,0.12,0.83
p154,u254,"(24.6208,93.9063)","['u252', 'u256']","{'orchid_cultivation': 0.8, 'horticulture': 0.9}","{'image': 0.8, 'video': 0.7}","{'u252': 0.8, 'u256': 0.7}","{'horticulture': 0.9, 'orchid_cultivation': 0.8}","""Rare blue orchids blooming in greenhouse""",5/24/2025 8:30,162.0,35.0,23.0,30.9,"['orchid', 'blue', 'greenhouse']",image,230.0,"(24.6208,93.9063)",0.89,0.01,0.1,0.87
p155,u255,"(20.7117,70.9925)","['u253', 'u227']","{'pearl_diving': 0.8, 'marine_traditions': 0.9}","{'video': 0.8, 'image': 0.7}","{'u253': 0.7, 'u227': 0.8}","{'marine_traditions': 0.9, 'pearl_diving': 0.8}","""Traditional pearl diving in Gulf waters""",5/22/2025 15:25,198.0,44.0,31.0,27.3,"['pearl', 'diving', 'gulf']",video,200.0,"(20.7117,70.9925)",0.84,0.03,0.13,0.8
p126,u226,"(23.0225,72.5714)","['u224', 'u228']","{'glass_blowing': 0.9, 'art_glass': 0.8}","{'video': 0.8, 'image': 0.8}","{'u224': 0.8, 'u228': 0.7}","{'art_glass': 0.8, 'glass_blowing': 0.9}","""Creating handblown glass vase with colored streaks""",5/25/2025 14:30,182.0,41.0,29.0,42.1,"['glass', 'blowing', 'vase']",video,410.0,"(23.0225,72.5714)",0.85,0.02,0.13,0.82
p127,u227,"(15.2993,74.1240)","['u225', 'u229']","{'leather_crafting': 0.8, 'handmade_bags': 0.9}","{'image': 0.9, 'video': 0.7}","{'u225': 0.9, 'u229': 0.6}","{'handmade_bags': 0.9, 'leather_crafting': 0.8}","""Stitching genuine leather messenger bag by hand""",5/24/2025 10:45,159.0,37.0,24.0,38.7,"['leather', 'bag', 'handmade']",image,290.0,"(15.2993,74.1240)",0.88,0.01,0.11,0.86
p128,u228,"(27.7172,85.3240)","['u226', 'u230']","{'himalayan_trekking': 0.9, 'mountaineering': 0.8}","{'video': 0.8, 'image': 0.8}","{'u226': 0.7, 'u230': 0.8}","{'mountaineering': 0.8, 'himalayan_trekking': 0.9}","""Base camp trek to Everest: breathtaking views""",5/23/2025 7:15,267.0,58.0,45.0,31.5,"['everest', 'trek', 'himalaya']",video,280.0,"(27.7172,85.3240)",0.92,0.01,0.07,0.9
p129,u229,"(12.2958,76.6394)","['u227', 'u231']","{'coffee_roasting': 0.8, 'specialty_coffee': 0.9}","{'image': 0.8, 'video': 0.7}","{'u227': 0.8, 'u231': 0.7}","{'specialty_coffee': 0.9, 'coffee_roasting': 0.8}","""Single origin beans roasted to perfection""",5/25/2025 9:20,134.0,31.0,19.0,35.3,"['coffee', 'roasting', 'beans']",image,220.0,"(12.2958,76.6394)",0.89,0.01,0.1,0.87
p130,u230,"(19.9975,73.7898)","['u228', 'u232']","{'kite_making': 0.9, 'traditional_crafts': 0.8}","{'video': 0.7, 'image': 0.8}","{'u228': 0.8, 'u232': 0.7}","{'traditional_crafts': 0.8, 'kite_making': 0.9}","""Colorful paper kites ready for festival season""",5/22/2025 16:40,176.0,39.0,27.0,24.8,"['kites', 'festival', 'traditional']",image,180.0,"(19.9975,73.7898)",0.91,0.01,0.08,0.89
p131,u231,"(26.2389,73.0243)","['u229', 'u233']","{'camel_safari': 0.8, 'desert_photography': 0.9}","{'image': 0.9, 'video': 0.8}","{'u229': 0.7, 'u233': 0.8}","{'desert_photography': 0.9, 'camel_safari': 0.8}","""Golden hour camel caravan in Thar desert""",5/24/2025 18:10,203.0,46.0,33.0,28.9,"['camel', 'desert', 'thar']",image,200.0,"(26.2389,73.0243)",0.87,0.02,0.11,0.84
